 1          3         0.000036   0.061004      0.807637           0.687156            
 2          5         1.000000   0.516030      0.813133           0.698177            
 3          6         1.000000   0.899052      0.827837           0.685460            
 4          7         1.000000   1.302075      0.836652           0.687050            
 5          8         1.000000   1.695097      0.841113           0.689487            
 6          9         1.000000   2.077119      0.846288           0.686626            
 10         13        1.000000   3.642209      0.851499           0.683870            
 11         14        1.000000   3.994229      0.852213           0.679949            
 15         18        1.000000   5.507315      0.854675           0.676028            
 20         23        1.000000   7.326419      0.855353           0.676770            
 25         28        1.000000   9.132523      0.855782           0.674756            
 30         33        1.000000   10.944626     0.856031           0.676346            
 35         38        1.000000   12.791732     0.857495           0.673908            
 40         43        1.000000   14.640838     0.857709           0.673061            
 45         48        1.000000   16.457942     0.857780           0.674968            
 50         53        1.000000   18.276046     0.857566           0.674438            
 51         54        1.000000   18.631066     0.857637           0.673802            
 55         58        1.000000   20.142152     0.857923           0.673167            
 60         63        1.000000   21.955256     0.858530           0.673273            
 65         68        1.000000   23.828363     0.858351           0.672955            
 70         73        1.000000   25.708471     0.858565           0.648898            
 75         78        1.000000   27.617580     0.858387           0.647414            
 80         83        1.000000   29.464686     0.858744           0.648792            
 85         88        1.000000   31.322792     0.858601           0.646142            
 90         93        1.000000   33.134896     0.858387           0.648050            
 95         98        1.000000   34.964000     0.858351           0.647732            
 100        103       1.000000   36.803105     0.858672           0.648262            
