view?id=10&typeid=1	1
rs-aries-74-267001-226426-1205714423l	1
yesppg_cn	1
all	1
www.yangteacher	1
msgl	1
www.kutu168	1
www.kina.cc	1
www.jx0792	1
www.mp3goto	1
www.xjts	1
f?kz=93950886	1
,1,1	1
bbs.54master	1
buyun	1
bbs.51-net	1
oktsudvetu8	1
q64871223	1
a-spkj200603040l	1
bbs.rednet	1
wjb	1
www.scatzone	1
sports.qq	1
p1	1
?t59082l	1
bill_cpc?p=mqadqu7lf$dwygkklpdll4bnlzllxvvslf3w688gwqqsllllgzlvl25n8eksidvfllllll==&q=cglkpwnozw5nahvpjni9mjqmad0xnjg0ndq3mjamdj03jmm9twa=&url=http:	1
www.muchmoremen	1
t.tuxiao77.info	1
?1797046	1
mju0njehotel	1
picview79459c30p1l	1
jlth	1
d3b71h2834ajb8l	1
www.acckj	1
mobile.haier	1
askinfo?qid=1757	1
news.phoenixtv	1
67.19.119.147	1
chengdu.vekee	1
product_110821l	1
cq.qq	1
ccbp	1
partyinfo	1
viewthread.php?tid=30728&extra=page%3d122	1
shuzhibaogao	1
leaders	1
www.800265	1
msgview-821955-677919l	1
www.dannyfans	1
zuowen.eduboss	1
content_377997	1
comicabc	1
yzwb	1
www.jkcsw	1
children	1
news.cctv	1
www.worldmapfinder	1
down.zdnet	1
id_cf00xndm0mzy3ng==l	1
content_2797377	1
t-10932l	1
www.winrar	1
baicaozhishui	1
remen	1
bill_cpc?p=pom3kan$8aewygktlxcllrjulzllxypqlf31y07kxwjsllllg$jxlat6hreq874pm@$imylllll=&q=cglkpwfhbmppyszyptgmad0xnjg0ndq3mjamdj03jmm9twa=&url=http:	1
sou-2-???????3\xa6\xcc-0-0l	1
china	1
jindaochuanzhang.blog.sohu	1
edu31	1
playindex.do?lid=3437396&iid=16175825	1
currwx	1
dm.99770	1
bbs.cdqss	1
bill_cpc?p=4pesuqmf21ewygnslxcll3iolzlxgzbclfwbghtqikhsllllgzqvl2n$1kac$g$8llllll==&q=cglkpwhsamhlz2fuzyzypti0jmg9mty4ndq0nziwjny9nyzjpu8a&url=http:	1
suxingblog	1
x624079078	1
gta5pricing	1
www.haciq.gov	1
www.qzcbs	1
bill_search?p=x7wdtfpal@bwygnflxcllnizlzllxa44lj6fjgnfrc2nllllwsjjlqppb89hgzlllll=&q=cglkpxnvz291jni9oczopte2odq0ndcymcz2ptemyz1maa==&url=http:	1
sjm	1
shizheng	1
train.8684	1
dispbbs?boardid=16&id=353&page=1	1
www.bbboo	1
dispbbs?boardid=13&id=175&star=1&page=1	1
doorjoy	1
wwwzz	1
kl8l	1
viewthread.php?tid=55341&extra=page%3d3	1
www12host4free	1
txt	1
d_table_1	1
tianyabook	1
com11xp	1
army	1
browse	1
sxyc	1
hospital	1
b1003263	1
id_551240l	1
sms.wwwage	1
cnlistnewsdetail?tablename=dtlmb&guid=%7b38b4b8af-9fb9-11d7-965b-00a0c92674a3%7d	1
www.haoqzone	1
www.cjedu	1
tid_227349l	1
card20.silversand	1
dict?act=4	1
lady.163	1
show.php	1
canlan.blog.hexun	1
dispbbs?boardid=39&id=137945&page=&star=4	1
ea530c280225d692dc2f5c3e8a	1
qiye	1
www.3y3y	1
f6e73k00031h2ll	1
www.cxdb	1
mb	1
www.xinhuanet	1
www.21mishu	1
mu	1
again_in	1
id_1078383l	1
f?kz=359977944	1
u68	1
www.soundbitesdog	1
article_20_1_344833_1l	1
bbs.ganji	1
photo.sina	1
india	1
qiqqqiqq.blog.sohu	1
showhtml	1
bill_cpc?p=oalkag4hrgpwygn5lvlllnfqlyll4b5sllz1zf7klvosllllgzhvlamsce4sidj0llllll==&q=cglkpwfhbmppyszyptgmad0xnjg0ndq3mjamdj03jmm9twa=&url=http:	1
www.sxhbao	1
travel	1
www.dielianhua	1
playsong21233l	1
read.php?tid=65891	1
happygo_107325	1
w20	1
shaofei2000	1
bbs.bj.sina	1
v.9ku	1
redirect.php?tid=1412013&goto=lastpost	1
www.2008red	1
showthread.php?t=499964	1
www.splife	1
hot.stuccess	1
t20050722_33582	1
ent.enorth	1
www.cctv	1
nbpvizhe	1
datalib	1
www.cqvip	1
knowledgeexp	1
www.panlong123	1
wwwwmz	1
de4roiygyzwiysvs30yf9v0wc	1
ztzl	1
article203472350	1
www.93kb	1
www.sd.xinhuanet	1
down_85692l	1
html.hjsm.tom	1
f?kz=252150957	1
www.bffxprint	1
www.xiaoshengchu	1
view?bid=36&id=1182864&bname=%c8%cb%b5%bd%d6%d0%c4%ea&title=%d7%a3%d4%c5%b3%d8%c4%ab%d1%e2%c9%fa%c8%d5%bf%ec%c0%d6%a3%a1	1
zhicheng	1
musiclist?specialid=3427	1
caijing	1
www.hospline	1
mobile.163	1
www.digvod	1
digest	1
www.ylaaa	1
show_pro?id=3298	1
topic.csdn	1
www.btplus	1
74.53.27.4	1
www.blackwhoremovies	1
redirect.php?tid=1246&goto=lastpost	1
t20080528_15647722	1
www.myshevchenko	1
paopao	1
www.vipku	1
www.china1000	1
necolehuang.blog.sohu	1
show?id=40952	1
www.wl	1
tt0117333	1
club2.cat898	1
series_761l	1
id_1763552l	1
bbs.yahoo	1
z_waiyu	1
special_list	1
history2	1
www.11aaa	1
www.80665555	1
schools	1
content?stritem=worldlook&flag=1&idarticle=111617	1
hotcar?id=29	1
f?kz=376036977	1
blog_4a73d56401008ev2l	1
aixue.bb.iyaya	1
n226308519	1
shamelesschink.blogspot	1
czj_kjscyzgcj.jsp	1
www.ylxuan	1
www.yangtse	1
feeds	1
miniportal	1
www.cdol	1
e.44x33	1
www.chuguiwang	1
logs	1
www.toodou	1
bbs.fdc	1
www.tt8g	1
www.search.hc360	1
www.quanyo	1
www.iresult	1
gdxx	1
baijiaxin.info	1
sort05	1
quanzhengmaimaijiqiao	1
rd	1
content_574336	1
www.wdysh	1
cddt	1
techforum	1
12sx.dn51	1
gamesoft	1
gaoshanliuyun200.blog.163	1
zhpd	1
resume	1
hi.nipic	1
id_1049937l	1
article_content?id=1730	1
www.sjxyx	1
www.hbtv	1
www.daiyun789	1
www.if520	1
www.szxinliangdian	1
{c58cc658-25df-441f-9e0a-f3dc63155074}	1
xubo168.blog.sohu	1
www.xg707	1
